chapter,stage,normal_power,normal_boss,normal_code,normal_type,hard_power,hard_boss,hard_code,hard_type,story,notes
18,15A-2,80440,,철갑,거점방어전,522100,,철갑,거점방어전,,
18,16,80600,,철갑,,522120,,철갑,,,
18,17,80760,,철갑,,522140,,철갑,,,
18,18,81480,,철갑,,524900,,철갑,,○,
18,18A-1,82680,,철갑,저지전,524920,,철갑,저지전,,
18,18A-2,82900,,철갑,저지전,524940,,철갑,저지전,,
18,19,83130,,철갑,,524960,,철갑,,,
18,20,83350,,철갑,,524980,,철갑,,,
18,21,84070,,철갑,,527800,,철갑,,○,
18,22,84300,,철갑,,527820,,철갑,,,
18,23,84520,,철갑,,527840,,철갑,,,
18,24,85240,,철갑,,530700,,철갑,,○,
18,25,85520,,철갑,,530720,,철갑,,,
18,26,85750,,철갑,,530740,,철갑,,,
18,27,86470,,철갑,,530760,,철갑,,,
18,EX스테이지,200레벨 고정,레이턴스,풍압,EX보스전,380레벨 고정,마테리얼H,철갑,EX보스전,,
18,28,86690,,철갑,,530780,,철갑,,,
18,29,86920,,철갑,,530800,,철갑,,,
18,30,87640,,철갑,,533800,,철갑,,○,
18,30A-1,87860,,철갑,거점방어전,533820,,철갑,거점방어전,,
18,30A-2,88090,,철갑,거점방어전,533840,,철갑,거점방어전,,
18,30B-1,88310,,철갑,저지전,533860,,철갑,저지전,,
18,31,89030,,철갑,,533880,,철갑,,○,
18,32,89260,,철갑,,533900,,철갑,,,
18,33,93150,스톰 브링어,철갑,보스전,556100,스톰 브링어,철갑,보스전,○,"퀵 시뮬레이션, 헥사 코드, 지상 개방"
19,1,93390,,작열,,559000,,작열,,,
19,2,93630,,작열,,559020,,작열,,,
19,3,94670,,작열,,561900,,작열,,○,
19,4,94910,,작열,,561920,,작열,,,
19,5,95150,,작열,,561940,,작열,,,
19,6,96190,,수냉,,564800,,수냉,,,수냉 속성
19,6A-1,96430,,작열,저지전,564820,,작열,저지전,,
19,6A-2,96670,,작열,섬멸전,564840,,작열,섬멸전,,
19,6B-1,96920,,작열,섬멸전,564860,,작열,섬멸전,,
19,6B-2,97160,,작열,거점방어전,564880,,작열,거점방어전,,
19,7,97400,,작열,,564900,,작열,,,
19,8,97650,,작열,,564920,,작열,,,
19,9,98680,,작열,,567700,,작열,,○,
19,10,98960,,작열,,567720,,작열,,,
19,11,99200,,작열,,567740,,작열,,,
19,12,100240,,작열,,570800,,작열,,○,
19,12A-1,100480,,작열,섬멸전,570820,,작열,섬멸전,,
19,12A-2,100720,,작열,거점방어전,570840,,작열,거점방어전,,
19,13,100970,,작열,,570860,,작열,,,
19,14,101210,,작열,,570880,,작열,,,
19,15,102240,,작열,,573700,,작열,,○,
19,15A-1,102490,,작열,저지전,573720,,작열,저지전,,
19,15A-2,102730,,작열,섬멸전,573740,,작열,섬멸전,,
19,15B-1,102970,,작열,섬멸전,573760,,작열,섬멸전,,
19,15B-2,103220,,작열,거점방어전,573780,,작열,거점방어전,,
19,16,103460,,작열,,573800,,작열,,,
19,17,103700,,작열,,573820,,작열,,,
19,18,104740,,작열,,576600,,작열,,○,
19,EX스테이지,200레벨 고정,시니스터,작열,EX보스전,400레벨 고정,시니스터,작열,EX보스전,,
19,19,104980,,작열,,576620,,작열,,,
19,20,105220,,작열,,576640,,작열,,,
19,21,106260,,작열,,579500,,작열,,○,
19,22,106500,,작열,,579520,,작열,,,
19,23,106740,,작열,,579540,,작열,,,
19,24,107780,,작열,,582400,,작열,,,
19,25,108020,,작열,,582420,,작열,,,
19,26,108270,,작열,,582440,,작열,,,
19,27,109300,,작열,,612900,,작열,,○,
19,EX스테이지,200레벨 고정,마테리얼H,철갑,EX보스전,400레벨 고정,마테리얼H,철갑,EX보스전,,
19,27A-1,109540,,작열,저지전,612920,,작열,저지전,,
19,27A-2,109790,,작열,섬멸전,612940,,작열,섬멸전,,
19,28,110160,,작열,,616300,,작열,,,
19,29,110470,,작열,,616320,,작열,,,
19,30,111600,플레이트,수냉,보스전,616340,플레이트,수냉,보스전,○,
20,1,111830,,작열,,622700,,작열,,○,
20,2,112060,,작열,,622720,,작열,,,
20,3,113050,,작열,,624300,,작열,,,
20,4,113290,,작열,,624320,,작열,,,
20,5,113520,,작열,,624340,,작열,,,
20,6,114510,,작열,,625900,,작열,,○,
20,6A-1,114750,,작열,저지전,625920,,작열,저지전,,
20,6A-2,114980,,작열,저지전,625940,,작열,저지전,,
20,6B-1,115210,,작열,거점방어전,625960,,작열,거점방어전,,
20,6B-2,115450,,작열,거점방어전,625980,,작열,거점방어전,,
20,7,115740,,작열,,627500,,작열,,,
20,8,115970,,작열,,627520,,작열,,,
20,9,116960,,작열,,629200,,작열,,○,
20,9A-1,117190,,작열,거점방어전,629220,,작열,거점방어전,,
20,9B-1,117430,,작열,저지전,629240,,작열,저지전,,
20,10,117660,,작열,,629260,,작열,,,
20,11,117900,,작열,,629280,,작열,,,
20,12,118890,,작열,,629300,,작열,,○,
20,13,119120,,작열,,629320,,작열,,,
20,14,119350,,작열,,629340,,작열,,,
20,15,120340,,작열,,632400,,작열,,○,
20,EX스테이지,200레벨 고정,,수냉,EX섬멸전,420레벨 고정,,수냉,EX섬멸전,,15B-2 클리어 이후 접근 가능
20,15A-1,120580,,작열,저지전,632420,,작열,저지전,,
20,15A-2,120810,,작열,저지전,632440,,작열,저지전,,
20,15B-1,121050,,작열,거점방어전,632460,,작열,거점방어전,,
20,15B-2,121280,,작열,거점방어전,632480,,작열,거점방어전,,
20,16,121570,,작열,,632500,,작열,,,
20,17,121800,,작열,,632520,,작열,,,
20,18,122790,,작열,,634000,,작열,,○,
20,19,123030,,작열,,634020,,작열,,,
20,20,123260,,작열,,634040,,작열,,,
20,21,124250,,작열,,634060,,작열,,○,
20,22,125240,,작열,,639000,,작열,,,
20,23,125470,,작열,,639020,,작열,,,
20,24,125710,,작열,,639040,,작열,,,
20,25,126700,,작열,,639060,,작열,,○,
20,EX스테이지,200레벨 고정,하베스터,수냉,EX보스전,420레벨 고정,스톰 브링어,철갑,EX보스전,,
20,26,126990,,작열,,639080,,작열,,,
20,27,127220,,작열,,639100,,작열,,,
20,28,128210,,작열,,640600,,작열,,○,
20,29,128440,,작열,,640620,,작열,,,
20,30,128680,,작열,,640640,,작열,,,
20,31,129870,니힐리스타,수냉,보스전,643900,니힐리스타,수냉,보스전,○,"탐색, 퀵 시뮬레이션 즉시 완료 개방"
21,1,129880,,전격,,643920,,전격,,○,
21,2,130120,,전격,,644370,,전격,,,
21,3,130350,,전격,,644820,,전격,,,
21,4,130590,,전격,,645270,,전격,,,
21,5,130820,,전격,,645720,,전격,,,
21,6,131090,,전격,,647520,,전격,,○,
21,6A-1,131320,,전격,거점방어전,647970,,전격,거점방어전,,
21,6A-2,131560,,전격,거점방어전,648420,,전격,거점방어전,,
21,6B-1,131790,,전격,저지전,648870,,전격,저지전,,
21,6B-2,132060,,전격,저지전,649320,,전격,저지전,,
21,7,133000,,전격,,649770,,전격,,,
21,8,133230,,전격,,650220,,전격,,,
21,9,133590,,전격,,652020,,전격,,○,
21,9A-1,133830,,전격,거점방어전,652470,,전격,거점방어전,,
21,9A-2,134060,,전격,거점방어전,652920,,전격,거점방어전,,
21,10,134290,,전격,,653370,,전격,,,
21,11,134530,,전격,,653820,,전격,,,
21,12,134760,,전격,,655820,,전격,,○,
21,13,135000,,전격,,656270,,전격,,,
21,14,135230,,전격,,656720,,전격,,,
21,15,135590,,전격,,658720,,전격,,○,
21,15A-1,135820,,전격,저지전,659170,,전격,저지전,,
21,15A-2,136060,,전격,저지전,659620,,전격,저지전,,
21,15B-1,136290,,전격,거점방어전,660070,,전격,거점방어전,,
21,15B-2,136530,,전격,거점방어전,660520,,전격,거점방어전,,
21,16,137460,,전격,,660970,,전격,,,
21,17,137700,,전격,,661420,,전격,,,
21,18,138150,,전격,,663620,,전격,,○,
21,EX스테이지,220레벨 고정,리빌드 스푸키,수냉,EX보스전,420레벨 고정,리빌드 스푸키,수냉,EX보스전,,
21,19,138380,,전격,,664070,,전격,,,
21,20,138610,,전격,,664520,,전격,,,
21,21,139060,,전격,,666920,,전격,,,
21,22,139300,,전격,,667370,,전격,,,
21,23,139530,,전격,,667820,,전격,,,
21,24,140070,,전격,,670420,,전격,,○,
21,EX스테이지,220레벨 고정,리빌드 포터,철갑,EX보스전,420레벨 고정,리빌드 포터,철갑,EX보스전,,
21,25,140310,,전격,,670870,,전격,,,
21,26,140540,,전격,,671320,,전격,,,
21,27,141080,,전격,,674120,,전격,,○,
21,28,141780,,전격,,674570,,전격,,,
21,29,142320,,전격,,677370,,전격,,○,
21,30,142560,,전격,,677820,,전격,,,
21,31,142790,,전격,,678270,,전격,,,
21,32,143910,마더웨일,전격,보스전,683070,마더웨일,전격,보스전,○,교환 상점 개방
22,1,143910,,수냉,,683120,,수냉,,○,
22,2,144140,,수냉,,683640,,수냉,,,
22,3,144370,,수냉,,685140,,수냉,,○,
22,4,144610,,수냉,,685660,,수냉,,,
22,5,144840,,수냉,,686180,,수냉,,,
22,6,145290,,수냉,,687680,,수냉,,○,
22,6A-1,145530,,수냉,저지전,688200,,수냉,저지전,,
22,6A-2,145760,,수냉,저지전,688720,,수냉,저지전,,
22,6B-1,145990,,수냉,거점방어전,689240,,수냉,거점방어전,,
22,7,146930,,수냉,,689760,,수냉,,,
22,8,147160,,수냉,,690280,,수냉,,,
22,9,147790,,수냉,,691980,,수냉,,○,
22,10,148030,,수냉,,692500,,수냉,,,
22,11,148260,,수냉,,693020,,수냉,,,
22,12,149070,,수냉,,694720,,수냉,,○,
22,EX스테이지,250레벨 고정,,수냉,EX섬멸전,400레벨 고정,,수냉,EX섬멸전,,
22,13,149310,,수냉,,695240,,수냉,,,
22,14,149540,,수냉,,695760,,수냉,,,
22,15,150440,,수냉,,697660,,수냉,,○,
22,16,150670,,수냉,,698180,,수냉,,,
22,17,150910,,수냉,,698700,,수냉,,,
22,18,151990,,수냉,,700600,,수냉,,○,
22,19,152220,,수냉,,701120,,수냉,,,
22,20,152460,,수냉,,701640,,수냉,,,
22,21,153630,,수냉,,703740,,수냉,,○,
22,22,153860,,수냉,,704260,,수냉,,,
22,23,154090,,수냉,,704780,,수냉,,,
22,24,155350,,수냉,,706880,,수냉,,○,
22,25,155590,,수냉,,707400,,수냉,,,
22,26,155820,,수냉,,707920,,수냉,,,
22,27,157170,,수냉,,710220,,수냉,,○,
22,EX스테이지,230레벨 고정,헤비메탈,풍압+수냉,EX보스전,430레벨 고정,헤비메탈,풍압+수냉,EX보스전,,이중 약점 스테이지
22,28,158110,,수냉,,710740,,수냉,,,
22,29,158340,,수냉,,711260,,수냉,,,
22,30,159780,,수냉,,713760,,수냉,,○,
22,31,160020,,수냉,,714280,,수냉,,,
22,32,160250,,수냉,,714800,,수냉,,,
22,33,161780,,수냉,,717500,,수냉,,○,
22,33A-1,162010,,수냉,저지전,718020,,수냉,저지전,,
22,33A-2,162250,,수냉,저지전,718540,,수냉,저지전,,
22,33B-1,162480,,수냉,거점방어전,719060,,수냉,거점방어전,,
22,33B-2,162720,,수냉,거점방어전,721760,,수냉,거점방어전,,
22,34,162950,,수냉,,722280,,수냉,,,
22,35,163180,,수냉,,722800,,수냉,,,
22,36,166780,니힐리스타,수냉,보스전,742800,니힐리스타,수냉,보스전,○,이상 개체 요격전 개방
23,1,167310,,전격,,742800,,전격,,,
23,2,167540,,전격,,743350,,전격,,,
23,3,168440,,전격,,744850,,전격,,○,
23,4,168670,,전격,,745400,,전격,,,
23,5,168910,,전격,,746050,,전격,,,
23,6,169810,,전격,,748050,,전격,,○,
23,7,170040,,전격,,748700,,전격,,,
23,8,170280,,전격,거점방어전,749350,,전격,거점방어전,,
23,9,170510,,전격,,750000,,전격,,,
23,10,170740,,전격,,750650,,전격,,,
23,11,171640,,전격,,752650,,전격,,○,
23,11A-1,172350,,전격,섬멸전,753300,,전격,섬멸전,,
23,11A-2,172580,,전격,섬멸전,753950,,전격,섬멸전,,
23,11B-1,172810,,전격,섬멸전,754600,,전격,섬멸전,,
23,11B-2,173050,,전격,섬멸전,755250,,전격,섬멸전,,
23,12,173280,,전격,,755900,,전격,,,
23,13,173520,,전격,,756550,,전격,,,
23,14,174510,,전격,,759050,,전격,,○,
23,EX스테이지,260레벨 고정,리빌드 빅 암즈,수냉,EX보스전,430레벨 고정,,전격,EX저지전,,
23,15,174740,,전격,,759700,,전격,,,
23,16,175730,,전격,,762200,,전격,,○,
23,17,175960,,전격,,762850,,전격,,,
23,18,176200,,전격,저지전,763500,,전격,저지전,,
23,19,177100,,전격,,766000,,전격,,○,
23,20,177330,,전격,,766650,,전격,,,
23,21,178410,,전격,,769650,,전격,,○,하드 방지턱
23,21A-1,178650,,전격,거점방어전,770300,,전격,거점방어전,,
23,21A-2,178880,,전격,거점방어전,772300,,전격,거점방어전,,
23,21B-1,179110,,전격,저지전,772950,,전격,저지전,,
23,21B-2,179350,,전격,저지전,774950,,전격,저지전,,
23,22,180280,,전격,,775600,,전격,,,
23,23,181360,,전격,,778600,,전격,,○,
23,24,181600,,전격,,779250,,전격,,,
23,25,181830,,전격,저지전,779900,,전격,저지전,,
23,26,182910,,전격,,783400,,전격,,○,
23,EX스테이지,260레벨 고정,플레이트,전격+수냉,EX보스전,430레벨 고정,플레이트,전격+수냉,EX보스전,,이중 약점 스테이지
23,27,183150,,전격,,784050,,전격,,,
23,28,183380,,전격,,784700,,전격,,,
23,29,184320,,전격,,785350,,전격,,,
23,30,184550,,전격,,786000,,전격,,,
23,31,185630,,전격,,789500,,전격,,○,
23,32,185860,,전격,,790150,,전격,,,
23,33,186120,,전격,,790800,,전격,,,
23,34,189720,리빌드 벌컨R,풍압,보스전,798800,리빌드 벌컨R,풍압,보스전,○,
24,1,189900,,전격,,798000,,전격,,○,
24,2,190060,,전격,,798210,,전격,,,
24,3,190220,,전격,,798420,,전격,,,
24,4,190380,,전격,,798630,,전격,,,
24,5,190540,,전격,,798840,,전격,,,
24,6,190710,,전격,,799050,,전격,,,
24,7,191070,,전격,,799950,,전격,,○,
24,8,191240,,전격,,800180,,전격,,,
24,9,191410,,전격,,800410,,전격,,,
24,10,191580,,전격,거점방어전,800640,,전격,거점방어전,,
24,11,191750,,전격,거점방어전,800870,,전격,거점방어전,,
24,12,191920,,전격,거점방어전,801100,,전격,거점방어전,,
24,13,192370,,전격,,802400,,전격,,○,
24,14,192550,,전격,,802650,,전격,,,
24,15,192730,,전격,,802900,,전격,,,
24,15A-1,193270,,전격,저지전,803150,,전격,저지전,,
24,15B-1,193270,,전격,거점방어전,803400,,전격,거점방어전,,
24,15A-2,193450,,전격,저지전,803650,,전격,저지전,,
24,15B-2,193450,,전격,거점방어전,803900,,전격,거점방어전,,
24,16,194130,,전격,,805900,,전격,,○,
24,17,194310,,전격,,806170,,전격,,,
24,18,194500,,전격,,806440,,전격,,,
24,19,194690,,전격,,806710,,전격,,○,
24,EX스테이지,260레벨 고정,리빌드 빅 암즈,수냉,EX보스전,400레벨 고정,리빌드 빅 암즈,수냉,EX보스전,,
24,20,194880,,전격,,806980,,전격,,,
24,21,195070,,전격,,807250,,전격,,,
24,22,195260,,전격,,807520,,전격,,○,
24,23,195450,,전격,,807990,,전격,,,
24,24,195640,,전격,,808060,,전격,,,
24,25,195830,,전격,,808330,,전격,,,
24,26,196730,,전격,,811230,,전격,,○,
24,27,197320,,전격,,811530,,전격,,○,
24,28,197520,,전격,,811830,,전격,,,
24,29,197720,,전격,,812130,,전격,,,
24,30,197910,,전격,거점방어전,812430,,전격,거점방어전,○,
24,31,198110,,전격,,812730,,전격,,,
24,32,198310,,전격,,813030,,전격,,,
24,33,198510,,전격,거점방어전,813330,,전격,거점방어전,,
24,34,199720,,전격,거점방어전,817330,,전격,거점방어전,○,7뿡이
24,EX스테이지,260레벨 고정,리빌드 쿠쿰버,수냉,EX보스전,400레벨 고정,리빌드 쿠쿰버,수냉,EX보스전,,
24,35,199930,,전격,,817730,,전격,,,
24,35A-1,200140,,전격,섬멸전,818130,,전격,섬멸전,,
24,35B-1,200340,,전격,섬멸전,818530,,전격,섬멸전,,
24,36,201030,,전격,,818930,,전격,,,
24,37,201300,,전격,,819330,,전격,,○,
24,38,204930,마테리얼H,풍압,보스전,824500,마테리얼H,풍압,보스전,○,
25,1,216600,,철갑,,824500,,철갑,,,
25,2,216790,,철갑,,825200,,철갑,,,
25,3,217740,,철갑,,828500,,철갑,,○,
25,4,217930,,철갑,,829200,,철갑,,,
25,5,218120,,철갑,,829900,,철갑,,,
25,6,219070,,철갑,,833200,,철갑,,○,
25,7,219260,,철갑,,833900,,철갑,,,
25,8,219450,,철갑,,834600,,철갑,,,
25,9,219640,,철갑,,837900,,철갑,,,
25,10,220400,,철갑,,838600,,철갑,,,
25,11,220590,,철갑,,839300,,철갑,,,
25,12,221540,,철갑,,842600,,철갑,,○,
25,13,221730,,철갑,,843300,,철갑,,,
25,14,221920,,철갑,,844000,,철갑,,,
25,15,222870,,철갑,,847300,,철갑,,○,
25,15A-1,223060,,철갑,저지전,848000,,철갑,저지전,,
25,15B-1,223250,,철갑,거점방어전,848700,,철갑,거점방어전,,
25,16,223440,,철갑,,849400,,철갑,,,
25,17,223630,,철갑,,850100,,철갑,,,
25,18,224580,,철갑,,853400,,철갑,,○,
25,18A-1,224770,,철갑,저지전,854100,,철갑,저지전,,
25,18B-1,224960,,철갑,거점방어전,854800,,철갑,거점방어전,,
25,19,225150,,철갑,,855500,,철갑,,,
25,20,225340,,철갑,,856200,,철갑,,,
25,21,226290,,철갑,,859500,,철갑,,○,
25,22,226480,,철갑,,860200,,철갑,,,
25,23,226670,,철갑,,860900,,철갑,,,
25,24,226860,,철갑,,864200,,철갑,,,
25,EX스테이지,280레벨 고정,,철갑,EX섬멸전,420레벨 고정,,철갑,EX섬멸전,,
25,25,227620,,철갑,,864900,,철갑,,,
25,26,227810,,철갑,,865600,,철갑,,,
25,27,228760,,철갑,,868900,,철갑,,○,
25,28,228950,,철갑,,869600,,철갑,,,
25,29,229140,,철갑,,870300,,철갑,,,
25,30,229330,,철갑,,873600,,철갑,,,
25,31,229520,,철갑,,874300,,철갑,,,
25,32,229710,,철갑,,875000,,철갑,,,
25,33,229900,,철갑,,878300,,철갑,,,
25,EX스테이지,280레벨 고정,리빌드 벌컨R,풍압,EX보스전,420레벨 고정,리빌드 벌컨R,풍압+전격,EX보스전,,하드EX - 이중 약점 스테이지
25,34,230090,,철갑,,879000,,철갑,,,
25,35,230280,,철갑,,879700,,철갑,,,
25,36,231420,핑거즈,철갑,보스전,885000,핑거즈,철갑,보스전,○,
26,1,245000,,철갑,,885000,,철갑,,,
26,2,245300,,철갑,,885880,,철갑,,,
26,3,247000,,철갑,,890080,,철갑,,○,
26,4,247300,,철갑,,890960,,철갑,,,
26,5,247600,,철갑,,891840,,철갑,,,
26,5A-1,247900,,철갑,거점방어전,892720,,철갑,거점방어전,,
26,5A-2,248200,,철갑,거점방어전,893600,,철갑,거점방어전,,
26,5B-1,248500,,철갑,저지전,894480,,철갑,저지전,,
26,5B-2,248800,,철갑,저지전,895360,,철갑,저지전,,
26,6,249100,,철갑,,896240,,철갑,,,
26,7,249400,,철갑,,897120,,철갑,,,
26,8,251400,,철갑,,901320,,철갑,,○,
26,9,252600,,철갑,,902200,,철갑,,,
26,10,252900,,철갑,,903080,,철갑,,,
26,11,253200,,철갑,,903960,,철갑,,,
26,12,253500,,철갑,,904840,,철갑,,,
26,13,254700,,철갑,,905720,,철갑,,,
26,14,255000,,철갑,,906600,,철갑,,,
26,15,257000,,철갑,,910800,,철갑,,○,
26,EX스테이지,280레벨 고정,스프레드,전격,EX보스전,420레벨 고정,스프레드,전격,EX보스전,,
26,15A-1,257300,,철갑,거점방어전,911680,,철갑,거점방어전,,
26,15A-2,257600,,철갑,거점방어전,912560,,철갑,거점방어전,,
26,15B-1,257900,,철갑,저지전,913440,,철갑,저지전,,
26,15B-2,258200,,철갑,저지전,914320,,철갑,저지전,,
26,16,258500,,철갑,,915200,,철갑,,,
26,17,260500,,철갑,,919400,,철갑,,○,
26,18,261400,,철갑,,920280,,철갑,,,
26,19,261700,,철갑,,921160,,철갑,,,
26,20,263700,,철갑,,925360,,철갑,,○,
26,21,264000,,철갑,,926240,,철갑,,,
26,22,264300,,철갑,,927120,,철갑,,,
26,23,264600,,철갑,,928000,,철갑,,,
26,24,264900,,철갑,,928880,,철갑,,,
26,25,266900,,철갑,,933080,,철갑,,○,
26,EX스테이지,280레벨 고정,리빌드 빅 토르소,풍압,EX보스전,420레벨 고정,리빌드 빅 토르소,풍압,EX보스전,,
26,26,267200,,철갑,,933960,,철갑,,,
26,27,267500,,철갑,,934840,,철갑,,,
26,28,267800,,철갑,,935720,,철갑,,,
26,29,268100,,철갑,,936600,,철갑,,,
26,30,268400,,철갑,,937480,,철갑,,,
26,31,270400,,철갑,,941680,,철갑,,○,
26,32,270700,,철갑,,942560,,철갑,,,
26,33,271000,,철갑,,943440,,철갑,,,
26,34,274000,울트라,철갑,보스전,949000,울트라,철갑,보스전,○,
27,1,276300,,전격,,958600,,전격,,,
27,2,276400,,전격,,959300,,전격,,,
27,3,277400,,전격,,963100,,전격,,○,
27,4,277500,,전격,,963800,,전격,,,
27,5,277600,,전격,,964500,,전격,,,
27,6,277700,,전격,,965200,,전격,,,
27,7,278100,,전격,,965900,,전격,,,
27,8,278200,,전격,,966600,,전격,,,
27,9,279200,,전격,,970400,,전격,,○,
27,10,279300,,전격,,971100,,전격,,,
27,11,279400,,전격,,971800,,전격,,,
27,12,280400,,전격,,975600,,전격,,○,
27,13,280700,,전격,,976300,,전격,,,
27,14,280800,,전격,,977000,,전격,,,
27,15,281800,,전격,,980800,,전격,,○,
27,16,281900,,전격,,981500,,전격,,,
27,17,282000,,전격,,982200,,전격,,,
27,18,283000,,전격,,986000,,전격,,○,
27,EX스테이지,300레벨 고정,,전격,EX섬멸전,440레벨 고정,,전격,EX섬멸전,,
27,18A-1,283100,,전격,거점방어전,986700,,전격,거점방어전,,
27,18A-2,283200,,전격,거점방어전,987400,,전격,거점방어전,,
27,18B-1,283300,,전격,저지전,988100,,전격,저지전,,
27,18B-2,283400,,전격,저지전,988800,,전격,저지전,,
27,19,283500,,전격,,989500,,전격,,,
27,20,283600,,전격,,990200,,전격,,,
27,21,284600,,전격,,994000,,전격,,○,
27,22,284700,,전격,,994700,,전격,,,
27,23,284800,,전격,,995400,,전격,,,
27,24,285800,,전격,,999200,,전격,,○,
27,25,285900,,전격,,999900,,전격,,,
27,26,286000,,전격,,1000600,,전격,,,
27,27,286100,,전격,,1001300,,전격,,,
27,27A-1,286500,,전격,저지전,1002000,,전격,저지전,,
27,27A-2,286600,,전격,저지전,1002700,,전격,저지전,,
27,27B-1,286700,,전격,거점방어전,1003400,,전격,거점방어전,,
27,27B-2,286800,,전격,거점방어전,1004100,,전격,거점방어전,,
27,28,286900,,전격,,1004800,,전격,,,
27,29,287000,,전격,,1005500,,전격,,,
27,30,288000,,전격,,1009300,,전격,,○,
27,EX스테이지,300레벨 고정,스톰브링어,철갑,EX보스전,440레벨 고정,알트아이젠,수냉,EX보스전,,
27,31,288100,,전격,,1010000,,전격,,,
27,32,288200,,전격,,1010700,,전격,,,
27,33,288300,,전격,,1011400,,전격,,,
27,34,288400,,전격,,1012100,,전격,,,
27,35,288500,,전격,,1012800,,전격,,,
27,36,290000,언노운 크리스탈,전격,보스전,1017200,언노운 크리스탈,전격,보스전,○,
28,1,310500,,전격,,1027500,,전격,,,
28,2,310520,,전격,,1027700,,전격,,,
28,3,310920,,전격,,1029400,,전격,,○,
28,4,310940,,전격,,1029600,,전격,,,
28,5,310960,,전격,,1029800,,전격,,,
28,6,310980,,전격,,1030000,,전격,,,
28,7,311000,,전격,,1030200,,전격,,,
28,8,311020,,전격,,1030400,,전격,,,
28,9,311440,,전격,,1032400,,전격,,○,
28,10,311460,,전격,,1032700,,전격,,,
28,11,311480,,전격,,1033000,,전격,,,
28,12,311540,,전격,,1033300,,전격,,,
28,13,311560,,전격,,1033600,,전격,,,
28,14,311580,,전격,,1033900,,전격,,,
28,15,311600,,전격,,1034200,,전격,,,
28,16,311620,,전격,,1034500,,전격,,,
28,17,312060,,전격,,1037000,,전격,,○,
28,18,-,,,,-,,,,,스테이지 미존재
28,18A-1,312080,,전격,거점방어전,1037400,,전격,거점방어전,,
28,18A-2,312100,,전격,저지전,1037800,,전격,저지전,,
28,19,312120,,전격,,1038200,,전격,,,
28,20,312140,,전격,,1038600,,전격,,,
28,21,312160,,전격,,1039000,,전격,,,
28,22,312180,,전격,,1039400,,전격,,,
28,23,312200,,전격,,1039800,,전격,,,
28,EX스테이지,300레벨 고정,핑거즈,철갑,EX보스전,440레벨 고정,핑거즈,철갑,EX보스전,,
28,24,312220,,전격,,1040200,,전격,,,
28,25,312680,,전격,,1043200,,전격,,○,
28,26,-,,,,-,,,,,스테이지 미존재
28,26A-1,312740,,전격,거점방어전,1043600,,전격,거점방어전,,
28,26A-2,312760,,전격,저지전,1044000,,전격,저지전,,
28,27,313240,,전격,,1047500,,전격,,○,
28,28,313740,,전격,,1051500,,전격,,○,
28,29,313760,,전격,,1052000,,전격,,,
28,30,313780,,전격,,1052500,,전격,,,
28,31,314340,,전격,,1057000,,전격,,○,
28,32,314360,,전격,,1057500,,전격,,,
28,EX스테이지,300레벨 고정,블랙스미스,수냉,EX보스전,440레벨 고정,랜드 이터,전격,EX보스전,,
28,33,-,,,,-,,,,,스테이지 미존재
28,33A-1,314380,,전격,거점방어전,1058000,,전격,거점방어전,,
28,33A-2,314400,,전격,저지전,1058500,,전격,저지전,,
28,34,314420,,전격,,1059000,,전격,,,
28,35,314920,,전격,,1064000,,전격,,○,
28,36,315420,,전격,,1069500,,전격,,○,
28,37,315440,,전격,,1070000,,전격,,,
28,38,315940,,전격,,1079000,,전격,,○,
28,39,315960,,전격,,1079500,,전격,,,
28,40,316500,크리스탈 체임버,전격,보스전,1193000,크리스탈 체임버,전격,보스전,○,
29,1,316500,,작열,,1093000,,작열,,,
29,2,316995,,작열,,1093951,,작열,,,
29,3,317490,,작열,,1094902,,작열,,○,
29,4,317985,,작열,,1095853,,작열,,,
29,5,318480,,작열,,1096804,,작열,,,
29,6,318975,,작열,,1097755,,작열,,○,
29,7,319470,,작열,,1098706,,작열,,,
29,8,319965,,작열,,1099657,,작열,,,
29,9,320460,,작열,,1100608,,작열,,,
29,10,320955,,작열,,1101559,,작열,,○,
29,10A-1,322440,,작열,거점방어전,1102510,,작열,거점방어전,,
29,10A-2,322935,,작열,거점방어전,1103461,,작열,거점방어전,,
29,10B-1,323430,,작열,저지전,1104412,,작열,저지전,,
29,10B-2,323925,,작열,저지전,1105363,,작열,저지전,,
29,11,324420,,작열,,1106314,,작열,,,
29,12,324915,,작열,,1107265,,작열,,,
29,13,325410,,작열,,1108216,,작열,,,
29,14,325905,,작열,,1109167,,작열,,○,
29,EX스테이지,300레벨 고정,,작열,EX거점방어전,440레벨 고정,,작열,EX거점방어전,,
29,15,326400,,작열,,1110118,,작열,,,
29,16,326895,,작열,,1111069,,작열,,,
29,17,328875,,작열,,1112020,,작열,,,
29,18,329370,,작열,,1112971,,작열,,○,
29,19,329865,,작열,,1113922,,작열,,,
29,20,330360,,작열,,1114873,,작열,,,
29,21,330855,,작열,,1115824,,작열,,○,
29,21A-1,331350,,작열,저지전,1116775,,작열,저지전,,
29,21A-2,331845,,작열,저지전,1117726,,작열,저지전,,
29,21B-1,332340,,작열,거점방어전,1118677,,작열,거점방어전,,
29,21B-2,332835,,작열,거점방어전,1119628,,작열,거점방어전,,
29,22,333330,,작열,,1120579,,작열,,,
29,23,333825,,작열,,1121530,,작열,,○,
29,24,334320,,작열,,1122481,,작열,,,
